,Unnamed: 0,공공민간구분,날씨,온도,시설물 분류,작업프로세스,사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,공정율,설계안정성검토,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간
5782,5782,민간,맑음,20.0,공장,운반작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,비대상,10.0,13.0,물체에 맞음,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,502.0
5783,5783,민간,맑음,19.0,공동주택,청소작업,0,0,0,0,0,0,1,0,0,0,0,1,60~69%,비대상,10.0,13.0,기타,방수 및 방습공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,792.0
5784,5784,공공,맑음,17.0,공동주택,운반작업,0,0,0,0,0,0,1,0,0,0,0,1,70~79%,대상,10.0,14.0,넘어짐,타일 및 테라코타공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,458.0
5785,5785,민간,맑음,16.0,공장,연결작업,0,0,0,0,0,0,1,0,0,0,1,0,10~19%,비대상,10.0,14.0,끼임,토공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,338.0
5786,5786,공공,맑음,22.0,기타 건축,용접작업,0,0,0,0,0,0,0,0,0,0,0,0,70~79%,비대상,10.0,14.0,화재,수장공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0
5787,5787,민간,맑음,15.0,공동주택,기타,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,비대상,10.0,14.0,떨어짐,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0
5788,5788,공공,맑음,15.0,토목,보수 및 교체작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,대상,10.0,15.0,기타,토공사,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
5789,5789,민간,맑음,20.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,0,1,40~49%,비대상,10.0,15.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.0
5790,5790,공공,흐림,20.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,1,0,0,0,70~79%,대상,10.0,15.0,물체에 맞음,설비공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,695.0
5791,5791,공공,맑음,20.0,기타 건축,마감작업,0,0,0,0,0,0,1,0,0,1,0,0,60~69%,대상,10.0,15.0,물체에 맞음,수장공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,121.0
5792,5792,민간,맑음,19.0,공장,설치작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,비대상,10.0,16.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,213.0
5793,5793,공공,맑음,19.0,토목,벌목작업,0,0,0,0,0,0,1,0,0,1,0,0,20~29%,대상,10.0,7.0,떨어짐,철골공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,121.0
5794,5794,공공,맑음,14.0,토목,설치작업,0,0,0,0,0,0,2,0,0,0,2,0,70~79%,대상,10.0,8.0,떨어짐,철골공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0
5795,5795,민간,맑음,14.0,공동주택,이동,0,0,0,0,0,0,1,0,1,0,0,0,40~49%,비대상,10.0,8.0,떨어짐,콘크리트공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0
5796,5796,민간,맑음,9.0,공동주택,운반작업,0,0,0,0,0,0,1,0,0,0,0,1,50~59%,비대상,10.0,8.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,669.0
5797,5797,공공,맑음,22.0,토목,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,70~79%,대상,10.0,10.0,끼임,토목공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,820.0
5798,5798,공공,맑음,16.0,토목,굴착작업,1,0,0,0,0,1,0,0,0,0,0,0,10% 미만,대상,10.0,10.0,깔림,관공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1202.0
5799,5799,공공,맑음,17.0,기타 건축,운반작업,0,0,0,0,0,0,1,0,0,0,0,1,20~29%,비대상,10.0,10.0,떨어짐,콘크리트공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0
5800,5800,공공,맑음,23.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,70~79%,대상,10.0,10.0,물체에 맞음,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425.0
5801,5801,공공,맑음,18.0,토목,운반작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,비대상,10.0,11.0,떨어짐,토목공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,298.0
5802,5802,공공,맑음,19.0,기타 건축,조립작업,0,0,0,0,0,0,1,0,0,1,0,0,30~39%,대상,10.0,11.0,끼임,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,312.0
5803,5803,공공,맑음,18.0,토목,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,10.0,11.0,넘어짐,토목공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5804,5804,공공,맑음,16.0,토목,전기작업,0,0,0,0,0,0,1,0,0,0,0,1,70~79%,비대상,10.0,14.0,떨어짐,설비공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0
5805,5805,민간,맑음,16.0,기타 건축,준비작업,0,0,0,0,0,0,1,0,0,0,1,0,30~39%,비대상,10.0,14.0,물체에 맞음,토공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,394.0
5806,5806,민간,맑음,20.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,0,1,10% 미만,비대상,10.0,14.0,떨어짐,방수 및 방습공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0
5807,5807,민간,맑음,15.0,기타 건축,이동,0,0,0,0,0,0,1,0,0,1,0,0,50~59%,비대상,10.0,14.0,넘어짐,가설공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0
5808,5808,공공,맑음,17.0,토목,쌓기작업,0,0,0,0,0,0,1,0,0,0,0,1,60~69%,비대상,10.0,15.0,부딪힘,콘크리트공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,638.0
5809,5809,공공,맑음,14.0,산업환경설비,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,50~59%,대상,10.0,15.0,기타,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,503.0
5810,5810,민간,맑음,20.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,10~19%,비대상,10.0,15.0,떨어짐,가설공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,253.0
5811,5811,민간,맑음,19.0,기타 건축,운반작업,2,0,0,0,0,2,1,0,0,0,1,0,10~19%,비대상,10.0,15.0,물체에 맞음,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,492.0
5812,5812,민간,맑음,10.0,토목,해체작업,0,0,0,0,0,0,1,0,0,1,0,0,20~29%,비대상,10.0,16.0,떨어짐,해체 및 재활용공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0
5813,5813,민간,맑음,16.0,기타 건축,조립작업,0,0,0,0,0,0,1,0,0,1,0,0,20~29%,비대상,10.0,16.0,떨어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0
5814,5814,민간,맑음,17.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,1,0,0,0,70~79%,비대상,10.0,16.0,"절단, 베임",설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,756.0
5815,5815,공공,맑음,12.0,조경,준비작업,1,1,0,0,0,0,0,0,0,0,0,0,10% 미만,비대상,10.0,8.0,깔림,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5816,5816,민간,맑음,15.0,공동주택,정리작업,0,0,0,0,0,0,1,0,0,0,1,0,10% 미만,비대상,10.0,8.0,넘어짐,해체 및 재활용공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,393.0
5817,5817,공공,맑음,16.0,공동주택,조립작업,0,0,0,0,0,0,1,0,0,0,1,0,10~19%,대상,10.0,8.0,끼임,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,374.0
5818,5818,민간,맑음,20.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,0,1,40~49%,비대상,10.0,9.0,넘어짐,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,211.0
5819,5819,공공,흐림,18.0,산업환경설비,이동,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,대상,10.0,10.0,넘어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,913.0
5820,5820,민간,맑음,12.0,공장,이동,0,0,0,0,0,0,1,1,0,0,0,0,80~89%,비대상,10.0,10.0,끼임,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,249.0
5821,5821,민간,맑음,27.0,기타 건축,정리작업,0,0,0,0,0,0,1,0,0,0,0,1,40~49%,비대상,10.0,11.0,"절단, 베임",해체 및 재활용공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,305.0
5822,5822,공공,흐림,23.0,토목,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,비대상,10.0,11.0,기타,가설공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5823,5823,민간,맑음,16.0,공동주택,이동,0,0,0,0,0,0,1,0,0,0,0,1,50~59%,비대상,10.0,11.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,913.0
5824,5824,공공,맑음,22.0,기타 건축,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,대상,10.0,11.0,떨어짐,가설공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,591.0
5825,5825,민간,맑음,16.0,공동주택,정리작업,0,0,0,0,0,0,1,0,0,0,1,0,50~59%,비대상,10.0,13.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850.0
5826,5826,공공,맑음,18.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,1,0,0,10% 미만,비대상,10.0,13.0,떨어짐,가설공사,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
5827,5827,공공,맑음,19.0,기타 건축,마감작업,0,0,0,0,0,0,1,0,0,0,0,1,40~49%,대상,10.0,13.0,떨어짐,미장공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214.0
5828,5828,공공,맑음,18.0,토목,부설 및 다짐작업,0,0,0,0,0,0,1,0,0,1,0,0,20~29%,대상,10.0,14.0,깔림,관공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,589.0
5829,5829,공공,흐림,18.0,공동주택,설치작업,0,0,0,0,0,0,1,0,0,0,0,1,40~49%,대상,10.0,14.0,떨어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,690.0
5830,5830,공공,맑음,9.0,공동주택,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,10~19%,대상,10.0,14.0,물체에 맞음,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,746.0
5831,5831,민간,흐림,15.0,공장,운반작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,비대상,10.0,15.0,깔림,해체 및 재활용공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0
5832,5832,민간,맑음,14.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,0,1,20~29%,비대상,10.0,16.0,물체에 맞음,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,393.0
5833,5833,공공,맑음,13.0,토목,타설작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,대상,10.0,16.0,물체에 맞음,토목공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,914.0
5834,5834,민간,맑음,11.0,공장,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,30~39%,비대상,10.0,16.0,떨어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,465.0
5835,5835,민간,맑음,11.0,공장,설치작업,0,0,0,0,0,0,1,0,0,1,0,0,80~89%,비대상,10.0,17.0,부딪힘,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,567.0
5836,5836,공공,맑음,11.0,토목,정리작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,대상,10.0,7.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1034.0
5837,5837,민간,맑음,15.0,기타 건축,마감작업,0,0,0,0,0,0,1,0,0,1,0,0,80~89%,비대상,10.0,7.0,넘어짐,수장공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0
5838,5838,민간,흐림,12.0,공동주택,해체작업,0,0,0,0,0,0,1,0,0,1,0,0,20~29%,비대상,10.0,7.0,물체에 맞음,가설공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0
5839,5839,공공,맑음,11.0,토목,절단작업,0,0,0,0,0,0,1,0,0,0,1,0,70~79%,비대상,10.0,8.0,기타,콘크리트공사,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5840,5840,민간,맑음,16.0,기타 건축,운반작업,0,0,0,0,0,0,1,0,0,0,1,0,70~79%,비대상,10.0,9.0,떨어짐,기타공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0
5841,5841,민간,맑음,12.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,1,0,0,30~39%,비대상,10.0,9.0,기타,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,613.0
5842,5842,민간,맑음,14.0,기타 건축,전기작업,0,0,0,0,0,0,1,0,0,0,0,1,70~79%,비대상,10.0,9.0,떨어짐,설비공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,593.0
5843,5843,민간,맑음,12.0,기타 건축,타설작업,0,0,0,0,0,0,1,0,0,1,0,0,50~59%,비대상,10.0,10.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,277.0
5844,5844,민간,맑음,20.0,토목,형틀 및 목공,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,10.0,10.0,기타,토공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,546.0
5845,5845,공공,맑음,11.0,공동주택,해체작업,0,0,0,0,0,0,1,0,1,0,0,0,50~59%,대상,10.0,10.0,떨어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,608.0
5846,5846,민간,맑음,11.0,기타 건축,절단작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,10.0,10.0,끼임,목공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
5847,5847,공공,맑음,18.0,기타 건축,마감작업,0,0,0,0,0,0,1,0,0,1,0,0,60~69%,대상,10.0,10.0,떨어짐,수장공사,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
5848,5848,공공,맑음,16.0,조경,벌목작업,0,0,0,0,0,0,1,0,0,0,0,1,70~79%,비대상,10.0,11.0,넘어짐,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5849,5849,민간,맑음,18.0,공장,설치작업,0,0,0,0,0,0,1,0,0,1,0,0,30~39%,비대상,10.0,13.0,기타,철골공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,465.0
5850,5850,민간,맑음,16.0,공동주택,물뿌리기 작업,0,0,0,0,0,0,1,0,0,0,1,0,10% 미만,비대상,10.0,14.0,물체에 맞음,토공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265.0
5851,5851,민간,맑음,19.0,기타 건축,항타 및 항발작업,0,0,0,0,0,0,1,0,0,1,0,0,10% 미만,비대상,10.0,14.0,물체에 맞음,토공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0
5852,5852,공공,맑음,19.0,토목,준비작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,비대상,10.0,14.0,물체에 맞음,토목공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1802.0
5853,5853,공공,흐림,19.0,토목,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,30~39%,대상,10.0,15.0,물체에 맞음,토목공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1980.0
5854,5854,민간,맑음,17.0,공장,운반작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,비대상,10.0,15.0,기타,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,760.0
5855,5855,공공,흐림,17.0,산업환경설비,조립작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,대상,10.0,16.0,부딪힘,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1368.0
5856,5856,공공,맑음,18.0,산업환경설비,이동,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,대상,10.0,17.0,기타,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1410.0
5857,5857,공공,맑음,15.0,기타 건축,정리작업,0,0,0,0,0,0,1,0,0,1,0,0,60~69%,비대상,10.0,7.0,기타,해체 및 재활용공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,305.0
5858,5858,공공,맑음,15.0,기타 건축,정리작업,0,0,0,0,0,0,1,0,0,1,0,0,40~49%,대상,10.0,8.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.0
5859,5859,공공,맑음,12.0,토목,이동,0,0,0,0,0,0,1,0,0,0,0,1,80~89%,대상,10.0,9.0,기타,토목공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1065.0
5860,5860,민간,맑음,11.0,공동주택,운반작업,0,0,0,0,0,0,1,0,0,0,0,1,10% 미만,비대상,10.0,9.0,떨어짐,토공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129.0
5861,5861,민간,맑음,20.0,기타 건축,해체작업,0,0,0,0,0,0,1,0,0,0,0,1,50~59%,비대상,10.0,9.0,기타,해체 및 재활용공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,345.0
5862,5862,민간,맑음,9.0,기타 건축,이동,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,10.0,9.0,끼임,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0
5863,5863,민간,안개,7.0,기타 건축,용접작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,비대상,10.0,10.0,기타,콘크리트공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0
5864,5864,공공,맑음,16.0,토목,설치작업,0,0,0,0,0,0,1,0,0,0,0,1,70~79%,대상,10.0,11.0,물체에 맞음,가설공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0
5865,5865,공공,흐림,15.0,토목,기타,0,0,0,0,0,0,1,0,0,1,0,0,80~89%,대상,10.0,11.0,끼임,콘크리트공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,631.0
5866,5866,민간,맑음,15.0,기타 건축,기타,0,0,0,0,0,0,1,0,1,0,0,0,50~59%,비대상,10.0,14.0,기타,타일 및 테라코타공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0
5867,5867,공공,맑음,16.0,토목,타설작업,0,0,0,0,0,0,1,0,0,0,0,1,90% 이상,대상,10.0,14.0,끼임,토목공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,359.0
5868,5868,공공,흐림,14.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,10.0,15.0,떨어짐,가설공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,119.0
5869,5869,공공,맑음,15.0,토목,형틀 및 목공,0,0,0,0,0,0,1,0,0,1,0,0,60~69%,비대상,10.0,15.0,기타,토목공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
5870,5870,민간,흐림,10.0,기타 건축,마감작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,비대상,10.0,16.0,떨어짐,설비공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,332.0
5871,5871,공공,맑음,16.0,토목,타설작업,0,0,0,0,0,0,1,0,0,0,0,1,90% 이상,대상,10.0,16.0,물체에 맞음,가설공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
5872,5872,민간,맑음,10.0,공장,조립작업,0,0,0,0,0,0,1,0,0,0,0,1,90% 이상,비대상,10.0,0.0,기타,토공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,751.0
5873,5873,공공,맑음,31.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,대상,10.0,7.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0
5874,5874,공공,맑음,12.0,토목,해체작업,0,0,0,0,0,0,1,0,0,1,0,0,10% 미만,대상,10.0,8.0,물체에 맞음,철골공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0
5875,5875,민간,맑음,17.0,공동주택,운반작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,비대상,10.0,8.0,부딪힘,내외벽공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,640.0
5876,5876,민간,흐림,19.0,공동주택,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,10.0,9.0,물체에 맞음,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1188.0
5877,5877,민간,흐림,8.0,공장,설치작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,비대상,10.0,9.0,끼임,콘크리트공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,170.0
5878,5878,공공,맑음,15.0,토목,기타,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,10.0,10.0,기타,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244.0
5879,5879,공공,맑음,16.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,0,1,30~39%,대상,10.0,10.0,물체에 맞음,가설공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0
5880,5880,공공,맑음,19.0,토목,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,50~59%,대상,10.0,10.0,부딪힘,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,791.0
5881,5881,민간,맑음,12.0,공동주택,마감작업,0,0,0,0,0,0,1,0,0,0,1,0,40~49%,비대상,10.0,10.0,부딪힘,타일 및 테라코타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0
5882,5882,민간,맑음,21.0,공동주택,마감작업,0,0,0,0,0,0,1,0,0,0,1,0,70~79%,비대상,10.0,11.0,"절단, 베임",수장공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,861.0
5883,5883,공공,맑음,22.0,토목,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,40~49%,대상,10.0,11.0,물체에 맞음,토목공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2238.0
5884,5884,공공,흐림,17.0,공동주택,절단작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,대상,10.0,14.0,"절단, 베임",금속공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205.0
5885,5885,공공,맑음,18.0,토목,기타,0,0,0,0,0,0,1,0,0,0,0,1,80~89%,대상,10.0,15.0,끼임,토목공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0
5886,5886,민간,맑음,17.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,1,0,0,50~59%,비대상,10.0,15.0,물체에 맞음,설비공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,976.0
5887,5887,공공,맑음,15.0,기타 건축,마감작업,0,0,0,0,0,0,1,0,0,0,0,1,90% 이상,대상,10.0,10.0,넘어짐,금속공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0
5888,5888,민간,맑음,20.0,공장,이동,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,비대상,10.0,11.0,물체에 맞음,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,421.0
5889,5889,민간,맑음,18.0,공동주택,이동,0,0,0,0,0,0,1,0,0,1,0,0,40~49%,비대상,10.0,12.0,물체에 맞음,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191.0
5890,5890,민간,맑음,26.0,기타 건축,기타,0,0,0,0,0,0,1,0,0,0,0,1,50~59%,비대상,10.0,13.0,넘어짐,콘크리트공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
5891,5891,민간,맑음,20.0,기타 건축,운반작업,0,0,0,0,0,0,1,0,0,0,1,0,50~59%,비대상,10.0,7.0,끼임,가설공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
5892,5892,공공,맑음,21.0,기타 건축,해체작업,0,0,0,0,0,0,1,0,0,0,0,1,40~49%,대상,10.0,8.0,기타,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,303.0
5893,5893,공공,맑음,8.0,기타 건축,형틀 및 목공,0,0,0,0,0,0,1,0,0,0,0,1,20~29%,대상,10.0,8.0,화상,콘크리트공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,163.0
5894,5894,민간,안개,13.0,공장,형틀 및 목공,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,10.0,9.0,부딪힘,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.0
5895,5895,민간,맑음,17.0,공동주택,형틀 및 목공,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,10.0,9.0,질병,목공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,883.0
5896,5896,민간,맑음,19.0,공동주택,형틀 및 목공,0,0,0,0,0,0,1,0,0,0,1,0,10~19%,비대상,10.0,9.0,물체에 맞음,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,456.0
5897,5897,민간,맑음,25.0,기타 건축,마감작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,10.0,10.0,떨어짐,미장공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1041.0
5898,5898,민간,맑음,16.0,공동주택,이동,0,0,0,0,0,0,1,0,1,0,0,0,50~59%,비대상,10.0,10.0,넘어짐,목공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,556.0
5899,5899,민간,맑음,15.1,기타 건축,설치작업,0,0,0,0,0,0,1,0,1,0,0,0,90% 이상,비대상,10.0,11.0,넘어짐,철골공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0
